"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1135","9.31","11686.5","9.85","1.47","0.42950022529781","100","44","50","72","35","37","72"
"1130","9.31","11833","9.74","2.07","0.42872616210749","100","43","50","72","35","37","72"
"1107","9.31","12073.5","9.87","-0.98","0.42795209891718","100","44","49","72","34","38","72"
"1088","9.31","12055.5","9.66","-0.17","0.42629181066059","100","43","50","72","34","38","72"
"1108","9.31","11851","9.82","1.1","0.42564589604517","100","44","49","72","34","38","72"
"1121","9.31","11522.5","9.87","3.26","0.42997361958222","100","44","49","72","34","38","72"
"1115","9.31","11611","10.07","1.17","0.43688464929345","100","45","48","72","34","38","72"
"1120","9.31","11583.5","10.25","2.965","0.44020581288485","100","45","47","71","34","37","71"
"1098","9.31","11494.5","10.3","3.29","0.44330580462339","100","46","47","71","34","37","71"
"1096","9.31","11484.5","10.53","2.055","0.44330580462339","100","47","47","71","35","36","71"
"1126","9.31","11582.5","10.46","1.98","0.43931049694405","100","47","47","70","34","36","70"
"1155","9.31","11843","10.63","0.89","0.44518523276317","100","48","47","70","34","36","70"
"1162","9.31","11893","10.73","3.295","0.44577987932268","100","48","46","71","35","36","71"
"1178","9.31","12288","10.93","0.84","0.44790209579953","100","48","45","70","35","35","70"
"1167","9.31","12422","10.97","3.705","0.45220067220529","100","49","45","70","36","34","70"
"1168","9.31","12516.5","11.08","3.46","0.45096941203234","100","51","45","70","35","35","70"
"1146","9.31","12470","10.88","3.075","0.45186379472922","100","50","46","70","35","35","70"
"1135","9.31","12374","10.85","2.295","0.45290008862133","100","49","45","69","34","35","69"
"1125","9.31","11964","10.92","5.755","0.45647769976664","100","49","45","69","34","35","69"
"1157","9.31","12306","11.01","0.1","0.45435548328979","100","49","45","69","35","34","69"
"1166","9.31","12311","10.97","3.245","0.45265117530154","100","50","46","69","35","34","69"
"1184","9.31","12420.5","11.14","3.405","0.45556689733343","100","50","45","70","36","34","70"
"1184","9.31","12676","11.17","1.875","0.4545134142184","100","51","45","70","37","33","70"
"1178","9.31","13054.5","11.21","-0.28","0.45239119774155","100","51","45","71","37","34","71"
"1172","9.31","12922","11.45","3.875","0.45469583286738","100","53","44","71","37","34","71"
"1170","9.31","12779","11.25","3.245","0.45114217252065","100","53","45","72","37","35","72"
"1161","9.31","12657.5","11.15","3.62","0.44316064363698","100","53","46","72","37","35","72"
"1136","9.31","12439.5","10.94","3.69","0.43789514119779","100","52","47","72","37","35","72"
"1138","9.31","12297.5","10.96","2.505","0.44374628570407","100","52","47","71","37","34","71"
"1181","9.31","12382.5","10.99","2.655","0.44808207878729","100","52","46","72","38","34","72"
"1167","9.31","12427","10.86","3.905","0.44941907086291","100","51","46","72","38","34","72"
"1184","9.31","12630","10.88","2.88","0.45152430901523","100","51","46","73","39","34","73"
"1186","9.31","12772","10.68","3.22","0.45152430901523","100","50","47","73","39","34","73"
"1214","9.31","13029.5","10.65","2.56","0.45154825981382","100","49","47","73","39","34","73"
"1215","9.31","13039.5","10.77","5.305","0.45788055210132","100","49","45","74","40","34","74"
"1228","9.31","13173.5","10.78","5.295","0.45788055210132","100","49","45","75","41","34","75"
"1209","9.31","13113","10.62","6.79","0.45479753868731","100","48","46","75","41","34","75"
"1189","9.31","13159","10.62","3.44","0.45602879886027","100","49","45","76","42","34","76"
"1184","9.31","13247.5","10.46","2.015","0.45445263944691","100","48","46","75","41","34","75"
"1173","9.31","13152.5","10.42","2.555","0.4536785762566","100","47","46","75","41","34","75"
"1130","9.31","12804.5","10.31","3.44","0.44968741752538","100","46","47","76","41","35","76"
"1138","9.31","12316","10.38","5.15","0.45002090613749","100","46","47","76","41","35","76"
"1141","9.31","12384.5","10.21","0.48","0.44614394960979","100","46","48","76","41","35","76"
"1134","9.31","12335.5","10.08","0.88","0.44024526299208","100","45","49","76","40","36","76"
"1180","9.31","12291.5","9.95","3.14","0.43563010989639","100","45","50","76","40","36","76"
"1159","9.31","12323.5","9.74","4.135","0.43267524505728","100","44","51","76","39","37","76"
"1168","9.31","12546","9.68","1.19","0.42890750686756","100","44","51","75","38","37","75"
"1142","9.31","12406.5","9.82","4.705","0.42890750686756","100","44","51","76","39","37","76"
"1175","9.31","12533.5","9.67","1.71","0.42517857883813","100","44","52","75","38","37","75"
"1194","9.31","12862.5","9.85","1.035","0.42517442989001","100","45","52","75","39","36","75"
"1179","9.31","12849","9.68","3.35","0.42221541610279","100","45","53","75","39","36","75"
"1146","9.31","12641.5","9.69","4.475","0.41929554512278","100","45","53","75","39","36","75"
"1141","9.31","12703","9.5","1.03","0.41530438639156","100","44","54","75","38","37","75"
"1161","9.31","12323","9.54","5.6","0.4139256809658","100","44","54","74","38","36","74"
"1182","9.31","12633.5","9.54","-0.045","0.4110058099858","100","44","54","74","38","36","74"
"1183","9.31","12828.5","9.56","1.945","0.41395012430928","100","44","54","74","39","35","74"
"1218","9.31","13054.5","9.4","3.115","0.40884909219472","100","44","55","75","39","36","75"
"1199","9.31","13106.5","9.52","4.13","0.41180810598195","100","45","54","74","39","35","74"
"1193","9.31","13118.5","9.41","3.935","0.41167995740705","100","44","54","73","38","35","73"
"1162","9.31","12916","9.3","4.195","0.40587440037862","100","43","55","73","38","35","73"
"1138","9.31","12435","9.09","5.695","0.40568771571316","100","42","56","73","38","35","73"
"1147","9.31","12174.5","9","4.845","0.40213405536643","100","41","56","72","37","35","72"
"1140","9.31","12289.5","8.88","1.185","0.40590179355614","100","40","57","72","36","36","72"
"1133","9.31","12172.5","8.83","2.82","0.40843827157291","100","39","56","73","37","36","73"
"1123","9.31","12242","9.01","0.435","0.40937249720315","100","41","56","73","38","35","73"
"1131","9.31","12179.5","8.83","1.85","0.41010097291563","100","41","57","72","37","35","72"
"1141","9.31","12005","8.95","3.53","0.40950632635612","100","42","56","72","37","35","72"
"1149","9.31","11976.5","8.85","3.715","0.40275977252871","100","42","57","73","37","36","73"
"1162","9.31","12315","8.81","1.71","0.40582298580454","100","42","58","74","38","36","74"
"1154","9.31","12587.5","8.6","0.79","0.40424682639119","100","41","59","74","37","37","74"
"1147","9.31","12369.5","8.5","4.42","0.40058328597778","100","40","59","74","37","37","74"
"1145","9.31","12248.5","8.29","3.315","0.39760447034008","100","39","60","73","36","37","73"
"1138","9.31","12274.5","8.33","2.38","0.40727089514751","100","39","59","74","36","38","74"
"1169","9.31","12414.5","8.43","1.89","0.40962111775118","100","39","59","75","36","39","75"
"1144","9.31","12338.5","8.24","4.31","0.40562995901996","100","38","59","75","35","40","75"
"1192","9.31","12558.5","8.14","1.13","0.40666625291207","100","37","59","75","34","41","75"
"1205","9.31","12418","8.31","7.025","0.41341280673948","100","37","59","76","34","42","76"
"1207","9.31","12732","8.18","3.86","0.40833572542352","100","37","58","76","34","42","76"
"1217","9.31","13089.5","8.22","3.345","0.41045794190037","100","38","58","76","34","42","76"
"1216","9.31","13493.5","8.16","1.385","0.41236466769077","100","38","58","75","33","42","75"
"1213","9.31","13410","8.04","4.8","0.40885783168843","100","37","59","75","32","43","75"
"1240","9.31","13445","7.95","4.76","0.40624537838297","100","36","60","75","31","44","75"
"1199","9.31","13433","8.01","4.37","0.40822287931634","100","36","60","74","31","43","74"
"1186","9.31","13263.5","8.01","5.2","0.4096015847421","100","36","60","74","31","43","74"
"1179","9.31","13030","7.9","5.77","0.40225623540707","100","36","61","74","30","44","74"
"1188","9.31","12723","7.73","6.625","0.39948805523341","100","36","62","74","29","45","74"
"1193","9.31","12554.5","7.6","6.585","0.39400371829769","100","35","63","73","28","45","73"
"1185","9.31","12795","7.41","1.66","0.38878976969438","100","34","64","73","27","46","73"
"1184","9.31","12895","7.49","3.53","0.39308834610014","100","34","64","73","28","45","73"
"1175","9.31","12856.5","7.32","3.2","0.39010953046244","100","34","65","72","27","45","72"
"1176","9.31","12637","7.14","5.885","0.38853337104909","100","34","66","72","26","46","72"
"1182","9.31","12542.5","7.14","4.75","0.38991207647484","100","34","66","72","27","45","72"
"1203","9.31","12993","6.93","0.405","0.38592091774363","100","33","67","72","26","46","72"
"1208","9.31","13164","6.96","2.97","0.39283194745485","100","33","66","71","26","45","71"
"1231","9.31","13325.5","6.79","4.04","0.38932511145251","100","32","67","71","26","45","71"
"1180","9.31","13267.5","6.58","4.275","0.38697488884884","100","31","68","72","26","46","72"
"1176","9.31","13018","6.58","4.265","0.3923427372505","100","31","68","71","26","45","71"
"1171","9.31","12722","6.65","6.465","0.38804416084473","100","31","67","71","26","45","71"
"1199","9.31","13057","6.56","0.37","0.38435667134503","100","30","68","71","25","46","71"
"1162","9.31","12778.5","6.5","6.28","0.3812934580692","100","30","68","72","26","46","72"
"1141","9.31","12562.5","6.56","3.99","0.38189225357682","100","31","68","72","26","46","72"
"1154","9.31","12457.5","6.56","2.555","0.38421332904921","100","31","68","72","27","45","72"
"1133","9.31","12334","6.58","2.405","0.38281764529892","100","31","68","72","27","45","72"
"1117","9.31","12106","6.37","3.12","0.37880514839667","100","30","69","72","27","45","72"
"1163","9.31","12344.5","6.2","-0.25","0.37722898898331","100","29","70","71","26","45","71"
"1183","9.31","12692","5.99","0.255","0.37414182662118","100","28","71","71","25","46","71"
"1172","9.31","12853","5.99","2.51","0.37611932755456","100","28","71","71","26","45","71"
"1183","9.31","12921","5.8","2.58","0.37607374007672","100","27","71","71","26","45","71"
"1167","9.31","12768.5","5.87","3.315","0.37958057607906","100","27","71","71","26","45","71"
"1164","9.31","12725.5","5.67","1.61","0.3807076384757","100","26","72","71","25","46","71"
"1146","9.31","12524.5","5.67","3.25","0.38491771428635","100","26","72","71","25","46","71"
"1101","9.31","11907.5","5.51","5.4","0.38595400817846","100","25","72","71","24","47","71"
"1099","9.31","11555","5.64","3.505","0.3902817317155","100","25","70","72","24","48","72"
"1077","9.31","11445.5","5.68","1.76","0.38598315530974","100","26","70","72","24","48","72"
"1110","9.31","11395","5.85","1.39","0.38460030093587","100","26","69","73","24","49","73"
"1122","9.31","11343.5","6.01","2.85","0.38321744656199","100","26","68","73","24","49","73"
"1107","9.31","10985","6.02","6.585","0.38321744656199","100","26","68","73","24","49","73"
"1099","9.31","11264.5","6.04","0.495","0.38460030093587","100","26","68","73","24","49","73"
"1100","9.31","11356.5","6.13","1.755","0.38109937903326","100","26","68","73","24","49","73"
"1107","9.31","11482.5","6.25","0.63","0.37912187809988","100","26","68","73","24","49","73"
"1077","9.31","11142","6.31","5.025","0.37912187809988","100","27","68","73","24","49","73"
"1067","9.31","11079","6.25","1.25","0.37799481570324","100","28","68","72","23","49","72"
"1097","9.31","10992","6.04","2.405","0.37378059094447","100","27","69","73","23","50","73"
"1101","9.31","11025.5","6.16","2.735","0.37728742694682","100","28","68","73","23","50","73"
"1095","9.31","11096","6.05","1.63","0.3735871080707","100","27","69","74","24","50","74"
"1111","9.31","11556.5","5.91","-1.185","0.37423302268612","100","26","69","74","23","51","74"
"1122","9.31","11714.5","5.97","1.2","0.37635523916297","100","26","69","74","23","51","74"
"1141","9.31","11818.5","5.76","2.335","0.37098739076131","100","25","70","73","22","51","73"
"1128","9.31","11856","5.9","2.235","0.37985616106558","100","25","69","73","22","51","73"
"1109","9.31","11784.5","5.9","3.13","0.37847745563982","100","25","69","73","22","51","73"
"1126","9.31","11906.5","6.05","1.39","0.38248559269557","100","26","68","73","22","51","73"
"1122","9.31","11938.5","6.01","1.51","0.381553677905","100","25","68","73","22","51","73"
"1113","9.31","11854.5","6.09","2.315","0.38154952895688","100","26","68","73","22","51","73"
"1092","9.31","11618","6.21","2.55","0.38214417551638","100","27","68","72","22","50","72"
"1108","9.31","11357","6.26","4.165","0.3821483244645","100","27","68","72","22","50","72"
"1133","9.31","11495.5","6.19","2.09","0.37906531105049","100","28","69","72","21","51","72"
"1139","9.31","11580.5","6.27","3.835","0.38261897139722","100","28","69","72","21","51","72"
"1117","9.31","11733.5","6.29","2.56","0.3849400468696","100","28","69","72","21","51","72"
"1117","9.31","11945","6.29","0.76","0.38192242107162","100","29","68","72","21","51","72"
"1126","9.31","11716.5","6.09","4.83","0.37823908052003","100","28","69","72","21","51","72"
"1134","9.31","11886.5","6.11","1.435","0.37823908052003","100","28","69","71","21","50","71"
"1156","9.31","12383.5","6.22","-1.88","0.3796219348939","100","28","69","71","21","50","71"
"1138","9.31","12524","6.34","1.72","0.38239011506756","100","28","68","72","22","50","72"
"1144","9.31","12573.5","6.34","1.63","0.37947439303567","100","28","68","73","23","50","73"
"1143","9.31","12346","6.26","4.195","0.37488443879683","100","28","69","73","22","51","73"
"1111","9.31","12074","6.05","3.49","0.36900970297771","100","27","70","72","21","51","72"
"1151","9.31","12307.5","6.15","-0.5","0.36901385192583","100","28","70","72","21","51","72"
"1151","9.31","12190","6.15","4.11","0.37275975827979","100","28","70","72","21","51","72"
"1114","9.31","12091","6.15","3.14","0.36846118187402","100","28","70","71","21","50","71"
"1144","9.31","11986.5","6.17","4.27","0.36905997738164","100","28","70","71","21","50","71"
"1132","9.31","12007","6.06","2.51","0.36999189217222","100","28","70","71","20","51","71"
"1143","9.31","12262.5","6.16","-0.52","0.37291176315223","100","28","69","72","20","52","72"
"1131","9.31","12054.5","6.22","5.015","0.37291176315223","100","28","69","72","21","51","72"
"1130","9.31","11937","6.16","3.16","0.36510635074412","100","27","70","72","20","52","72"
"1096","9.31","11725","6.06","3.585","0.36131466175581","100","28","70","72","20","52","72"
"1137","9.31","11846.5","6.2","1.325","0.36426952659493","100","29","69","72","20","52","72"
"1161","9.31","11879","6.2","3.495","0.36288667222105","100","29","69","72","21","51","72"
"1182","9.31","12340","6.31","0.725","0.36441009319029","100","29","69","72","21","51","72"
"1176","9.31","12698.5","6.42","1.96","0.36578879861604","100","30","69","72","21","51","72"
"1140","9.31","12623.5","6.32","3.73","0.36958048760435","100","30","69","73","22","51","73"
"1114","9.31","12241","6.32","4.935","0.36958048760435","100","30","69","72","22","50","72"
