Ticks,GreenPatches,K,TotalBM,k.i,Payoffs,beta.i,highMinCut,lowMinCut
423,1254,10.13,13894,10.59,8.25,0.501075859625474,49,48
424,1272,10.13,13940,10.7,7.3,0.504186221978966,49,47
425,1258,10.13,13927.5,10.6,7.225,0.504927376706728,49,48
426,1263,10.13,14035.5,10.67,5.64,0.504451989147347,49,48
427,1249,10.13,14170,10.59,4.235,0.504451989147347,49,48
428,1237,10.13,13865.5,10.38,7.27,0.499695316350215,48,49
429,1287,10.13,14376.5,10.21,1.83,0.498954161622452,47,49
430,1295,10.13,14448.5,10.16,6.1,0.502006166199771,47,50
431,1314,10.13,14794.5,10.19,4.74,0.50504337967177,47,50
432,1320,10.13,14729.5,10.21,8.385,0.507284494211067,47,50
433,1290,10.13,14760.5,10.27,6.65,0.507284494211068,46,48
434,1310,10.13,15082.5,10.43,3.71,0.509141593063239,48,48
435,1342,10.13,15074,10.32,8.17,0.511435893922648,47,47
436,1333,10.13,15271,10.47,6.525,0.51737092345478,47,46
437,1309,10.13,15240,10.65,6.485,0.516795431396135,47,46
438,1293,10.13,15238.5,10.52,5.83,0.516795431396135,46,46
439,1319,10.13,15199.5,10.52,6.31,0.51453858199298,46,47
440,1279,10.13,14821,10.55,8.555,0.519611235773687,46,47
441,1292,10.13,14870.5,10.53,5.05,0.517934399360868,47,48
442,1307,10.13,14908,10.67,5.99,0.519309567525368,49,48
443,1294,10.13,15133.5,10.51,3.275,0.516400190945781,49,49
444,1276,10.13,14845.5,10.35,7.715,0.51300949457758,48,49
445,1289,10.13,14632.5,10.19,7.715,0.507454903559421,47,50
446,1277,10.13,14585.5,10.32,6.17,0.505217366193277,48,50
447,1293,10.13,14735.5,10.11,4.535,0.502682495898431,47,51
448,1282,10.13,14635.5,9.97,7.315,0.502682495898431,46,51
449,1275,10.13,14724.5,10.01,4.515,0.502682495898431,46,51
450,1255,10.13,14361.5,10.1,8.515,0.505582069843391,46,50
451,1222,10.13,13912,10.16,7.935,0.508139165366265,46,48
452,1240,10.13,13664,10.2,6.52,0.504783267503837,47,49
453,1253,10.13,13549,10.2,6.705,0.502545730137693,47,49
454,1259,10.13,13933,10.3,2.22,0.507618383918401,47,48
455,1250,10.13,13931.5,10.46,5.43,0.512691037699109,47,47
456,1264,10.13,13909,10.46,6.53,0.514928575065252,47,47
457,1268,10.13,13945.5,10.42,7.215,0.517964030652424,46,47
458,1264,10.13,14215.5,10.62,4.72,0.523240600778893,47,47
459,1242,10.13,14163,10.44,6.355,0.523283223691207,46,48
460,1240,10.13,13978.5,10.66,6.905,0.528039896488339,47,45
461,1261,10.13,13895,10.82,6.195,0.528234950033012,48,45
462,1278,10.13,13912,10.66,6.31,0.528234950033012,47,45
463,1259,10.13,14096.5,10.63,5.055,0.528234950033012,48,46
464,1271,10.13,14323.5,10.58,4.8,0.524824341559803,48,47
465,1242,10.13,14113.5,10.71,7.21,0.527876346137122,48,46
466,1237,10.13,13899.5,10.64,5.66,0.527876346137122,47,46
467,1242,10.13,13970,10.53,3.4,0.525041229722557,47,47
468,1261,10.13,13975.5,10.43,4.365,0.523005789413848,46,48
469,1260,10.13,14164.5,10.31,2.7,0.520170672999283,46,49
470,1212,10.13,13711,10.27,8.96,0.516760064526074,46,49
471,1221,10.13,13625.5,10.23,4.855,0.516705353915293,47,50
472,1260,10.13,13749,10.37,4.61,0.514187027800937,47,49
473,1245,10.13,13776.5,10.2,6.3,0.514503008784513,47,50
474,1260,10.13,13742,10.03,6.9,0.514273156734069,46,50
475,1254,10.13,13913.5,10.17,5.24,0.517629054596497,47,49
476,1233,10.13,13863,10.33,6.65,0.51644893997667,48,49
477,1235,10.13,13916.5,10.38,4.55,0.51507377181217,48,49
478,1245,10.13,13942.5,10.26,4.33,0.51166316333896,48,50
479,1230,10.13,13893,10.05,4.895,0.506590509558252,47,51
480,1211,10.13,13648,9.94,6.325,0.500460426481447,46,51
481,1234,10.13,13763,9.85,3.325,0.497424970894276,46,51
482,1252,10.13,13935.5,9.76,3.765,0.497686241267071,45,51
483,1241,10.13,13639.5,9.58,8.465,0.497986487386789,44,51
484,1252,10.13,13809.5,9.68,3.935,0.500227601926086,45,50
485,1246,10.13,13775,9.58,6.57,0.494673010907926,44,50
486,1251,10.13,13948,9.44,4.58,0.492474519280943,43,51
487,1232,10.13,13877.5,9.24,5.96,0.489559210472124,42,52
488,1216,10.13,13687.5,9.35,5.925,0.492653837961758,42,52
489,1237,10.13,13607,9.23,5.575,0.49041272342246,41,53
490,1219,10.13,13442.5,9.1,6.91,0.490455346334774,40,53
491,1233,10.13,13316,9,7.005,0.490880520078961,40,54
492,1236,10.13,13373.5,8.9,5.205,0.487785892589328,40,55
493,1212,10.13,13268,8.98,5.82,0.488361384647973,41,55
494,1221,10.13,13412.5,9.15,3.79,0.491456012137606,41,54
495,1234,10.13,13386,9.18,6.835,0.496528665918314,41,54
496,1268,10.13,13849,9.29,1.925,0.497708780538141,41,53
497,1231,10.13,13789.5,9.36,6.75,0.500227106652497,41,52
498,1200,10.13,13591.5,9.56,6.575,0.498851938487997,42,52
499,1232,10.13,13632.5,9.59,4.34,0.498110783760234,42,52
500,1226,10.13,13462,9.53,7.07,0.495211209815274,43,53
501,1254,10.13,13655,9.53,4,0.495591648329246,43,53
502,1277,10.13,14167,9.36,2.27,0.495591648329246,42,53
503,1281,10.13,14233.5,9.18,6.215,0.495533290553074,41,54
504,1259,10.13,14474,9.1,4.55,0.495478579942293,40,53
505,1242,10.13,14190.5,9.16,8.115,0.49973210024564,42,53
506,1228,10.13,13975,9.07,5.955,0.500035993530749,42,52
507,1249,10.13,13950,9.17,5.47,0.500035993530749,42,52
508,1223,10.13,13679,9.28,7.035,0.500351974514325,41,52
509,1213,10.13,13668.5,9.12,4.555,0.497299969937005,40,53
510,1229,10.13,13729,9.11,4.13,0.489507841552702,41,54
511,1273,10.13,14121,9.04,1.45,0.485922091639829,40,55
512,1214,10.13,13660,9.1,9.245,0.489757873857225,41,55
513,1233,10.13,13875,9.25,2.83,0.495312464875386,42,54
514,1223,10.13,13617.5,9.05,7.035,0.491074679435896,41,55
515,1209,10.13,13473.5,8.93,4.76,0.488572294523804,41,55
516,1192,10.13,13175.5,9,5.83,0.487718781573468,41,55
517,1204,10.13,12998.5,8.99,4.58,0.487414888288359,40,54
518,1205,10.13,12967,9.07,5.17,0.489613379915342,40,53
519,1241,10.13,13163,9.01,4.335,0.489891400807034,40,54
520,1227,10.13,13441,9.08,4.245,0.489891400807034,40,54
521,1239,10.13,13505,9.16,6.3,0.488034301954862,40,54
522,1283,10.13,13979,9.23,3.33,0.490368186475805,40,53
523,1244,10.13,14147.5,9.2,4.89,0.490122650966868,40,53
524,1204,10.13,13766,9.1,7.665,0.484568059948708,40,54
525,1189,10.13,13395.5,9.06,6.215,0.481787654144924,41,55
526,1209,10.13,13101,8.92,6.065,0.481771919281067,40,55
527,1225,10.13,13005.5,8.98,6.32,0.477534133841577,41,56
528,1239,10.13,13407,8.87,2.555,0.47751839897772,40,56
529,1220,10.13,13884,9.01,0.16,0.479553839286429,40,55
530,1213,10.13,13885.5,9.11,3.95,0.478700326336093,40,55
531,1222,10.13,13668.5,9.22,6.225,0.481682595603153,42,55
532,1209,10.13,13259,9.3,8.08,0.484463001406936,42,54
533,1216,10.13,13223.5,9.32,5.25,0.487298117821501,43,54
534,1243,10.13,13591,9.42,2.23,0.487956577227164,43,53
535,1242,10.13,13458,9.43,8.17,0.491367185700374,43,53
536,1243,10.13,13496,9.44,6.43,0.493604723066517,43,53
537,1224,10.13,13639,9.6,4.75,0.496586992333577,43,52
538,1208,10.13,13414.5,9.81,7.58,0.495787316227722,44,50
539,1199,10.13,13220,9.96,7.555,0.493549778861579,44,49
540,1205,10.13,12960.5,10.02,7.245,0.495585219170288,44,48
541,1231,10.13,13143,10.08,4.47,0.496160711228933,45,48
542,1223,10.13,13160,9.9,6.275,0.495899440856138,44,49
543,1211,10.13,13237,10.04,4.97,0.499310049329348,44,49
544,1217,10.13,13336,10.21,4.58,0.501786561848022,45,47
545,1204,10.13,13068.5,10.27,7.435,0.501508540956331,46,47
546,1184,10.13,13013,10.46,4.185,0.500767386228568,46,46
547,1179,10.13,12843,10.27,5.4,0.492975257844265,45,47
548,1205,10.13,12685,10.17,6.81,0.489564649371055,44,48
549,1248,10.13,12868,10.4,5.205,0.492824939529807,44,47
550,1263,10.13,13348,10.5,3.56,0.49538203505268,45,46
551,1242,10.13,13699,10.54,5.3,0.497901170483669,46,46
552,1256,10.13,14036,10.56,4.51,0.494640880324917,46,47
553,1231,10.13,14022,10.48,5.52,0.489143052800022,45,47
554,1202,10.13,13675,10.52,6.425,0.489421073691714,45,47
555,1214,10.13,13510.5,10.46,4.765,0.490162228419476,46,47
556,1200,10.13,13098,10.36,7.925,0.486751619946267,46,48
557,1172,10.13,12941.5,10.51,4.215,0.488162116674333,47,47
558,1142,10.13,12590,10.65,6.055,0.491256744163966,47,45
559,1128,10.13,12215.5,10.89,6.17,0.493775879594955,48,45
560,1161,10.13,12029.5,11.02,4.445,0.496310749889801,48,44
561,1187,10.13,12449,11.04,0.58,0.494705199617063,49,45
562,1180,10.13,12597,10.96,3.28,0.495446354344825,49,45
563,1184,10.13,12676,10.88,4.255,0.490689681547694,49,46
564,1198,10.13,12652.5,10.72,5.87,0.491005662531269,48,46
565,1204,10.13,13142.5,10.76,0.99,0.491364266427159,48,46
566,1191,10.13,13179,10.84,4.98,0.491744704941131,48,46
567,1215,10.13,13336,10.94,4.095,0.493985819480429,49,45
568,1214,10.13,13275,10.73,5.535,0.492451611065341,48,46
569,1218,10.13,13093,10.92,6.63,0.492451611065341,50,46
570,1236,10.13,13171,10.87,6.22,0.491932723707698,49,46
571,1238,10.13,13219,10.71,6.45,0.491493607158204,48,47
572,1281,10.13,13435.5,10.87,7.075,0.497623690235009,48,46
573,1296,10.13,13715,10.97,7.615,0.5007340525885,47,45
574,1278,10.13,13876.5,10.81,8.255,0.50194795579248,48,46
575,1280,10.13,14160.5,11.07,5.665,0.506965898962407,49,44
576,1255,10.13,13946,10.91,8.79,0.506911188351626,49,45
577,1258,10.13,14058,10.8,4.925,0.506953811263939,48,44
578,1257,10.13,13803,10.76,8.87,0.504173405460156,48,45
579,1228,10.13,13858.5,10.7,4.72,0.500817507597728,48,46
580,1212,10.13,13929,10.8,3.155,0.502479552905227,49,46
581,1192,10.13,13678.5,10.87,4.165,0.502479552905226,49,46
582,1200,10.13,13655.5,10.97,2.59,0.505314669319791,49,46
583,1193,10.13,13393,10.88,5.17,0.505673273215681,50,46
584,1210,10.13,13082.5,10.76,6.27,0.505973519335399,49,44
585,1212,10.13,13164.5,10.94,4.005,0.507650355748218,49,43
586,1190,10.13,12956.5,10.89,6.12,0.507334374764642,48,44
587,1207,10.13,12943,10.85,5.59,0.502577701967511,49,45
588,1200,10.13,13251,10.75,2.45,0.503318856695273,48,44
589,1197,10.13,13192.5,10.89,4.85,0.506729465168483,49,44
590,1203,10.13,13045.5,10.75,5.73,0.503634837678849,49,45
591,1176,10.13,13000,10.87,3.77,0.508424681831421,49,45
592,1202,10.13,13042.5,11.02,3.55,0.51008672713892,50,45
593,1185,10.13,12803,11.02,6.77,0.510129350051234,50,44
594,1190,10.13,13221,10.92,0.19,0.509813369067658,50,44
595,1217,10.13,13358.5,11.01,3.595,0.511848809376367,50,43
596,1233,10.13,13193.5,11.13,7.205,0.514683925790931,49,42
597,1225,10.13,13199,11.14,5.455,0.514999906774507,49,42
598,1252,10.13,13345,11.24,6.055,0.511947902197188,50,43
599,1270,10.13,13880.5,11.32,3.57,0.515358510670397,50,42
600,1270,10.13,14189,11.3,3.56,0.515358510670398,50,42
601,1275,10.13,14281.5,11.31,6.4,0.512523394255833,51,43
602,1277,10.13,14260,11.34,7.625,0.512523394255833,51,43
603,1248,10.13,14277,11.21,5.315,0.509263104097081,50,43
604,1228,10.13,14047.5,11.3,6.305,0.507601058789583,51,43
605,1234,10.13,13892.5,11.11,5.685,0.502583115619656,50,44
606,1276,10.13,13940.5,11.18,5.19,0.502583115619656,50,45
607,1251,10.13,13907.5,10.97,6.48,0.499747999205091,49,46
608,1242,10.13,13810.5,11.01,7.34,0.502583115619656,49,45
609,1244,10.13,13927.5,10.82,4.565,0.502583115619656,48,46
610,1210,10.13,13700.5,10.67,6.15,0.499172507146447,47,47
611,1210,10.13,13419,10.78,6.775,0.503008289363843,49,45
612,1252,10.13,13628.5,10.82,3.7,0.50627588494408,49,45
613,1283,10.13,13961.5,10.96,3.985,0.504613839636582,50,45
614,1242,10.13,14016,11.08,6.33,0.50968649341729,50,45
615,1243,10.13,14087.5,11.18,4.7,0.512521609831854,51,44
616,1253,10.13,13902.5,11.05,6.84,0.51004509731318,50,45
617,1259,10.13,13836,10.93,6.83,0.509319677449274,49,44
618,1283,10.13,14084.5,10.89,5.2,0.50963565843285,48,44
619,1254,10.13,14048,10.96,6.88,0.511873195798994,49,44
620,1248,10.13,13976,11,6.06,0.513908636107703,49,43
621,1257,10.13,14055,11.12,5.78,0.512246590800205,50,43
622,1262,10.13,14061.5,11.11,6.585,0.512546836919923,49,43
623,1286,10.13,14194.5,11.26,6.015,0.517619490700631,51,43
624,1304,10.13,14502,11.21,5.33,0.512905440815812,50,43
625,1282,10.13,14411,11.12,8.23,0.507407613290918,49,44
626,1298,10.13,14660.5,10.98,5.05,0.507407613290918,49,44
627,1300,10.13,14602.5,11.03,7.5,0.508550771240774,49,44
628,1327,10.13,14809,11.22,6.255,0.516342899625077,50,43
629,1325,10.13,15020.5,11.28,6.235,0.514105362258934,50,43
630,1337,10.13,15453.5,11.49,3.965,0.517461260121362,50,43
631,1347,10.13,15704.5,11.44,5.48,0.517777241104938,51,42
632,1328,10.13,15624,11.31,8.335,0.515258105673949,50,43
633,1352,10.13,15633,11.32,7.675,0.512042550745412,50,44
634,1361,10.13,15884,11.19,5.045,0.512042550745413,50,45
635,1372,10.13,16339.5,11.26,2.675,0.516814958406402,51,45
636,1334,10.13,16156,11.26,7.66,0.516335074051434,50,43
637,1336,10.13,15929,11.06,8.415,0.513119519122898,49,44
638,1326,10.13,15891,11.06,5.865,0.513119519122898,49,44
639,1292,10.13,15408.5,10.93,8.885,0.510009156769406,48,45
640,1294,10.13,14729.5,11,11.64,0.512250271308704,49,44
641,1308,10.13,14601,11.06,7.81,0.514055329509175,49,43
642,1298,10.13,14501,10.95,8.155,0.512074599811246,49,44
643,1273,10.13,14315.5,10.86,9.665,0.508979972321613,49,45
644,1302,10.13,14676.5,10.97,3.965,0.514052626102321,50,44
645,1299,10.13,14684.5,10.87,7.03,0.511495530579448,49,45
646,1286,10.13,14695,10.72,6.6,0.508660414164883,49,46
647,1256,10.13,14539,10.65,6.635,0.505550051811392,48,47
648,1250,10.13,14682,10.72,3.23,0.50806918724238,49,47
649,1272,10.13,14418,10.8,6.67,0.507688748728408,49,47
650,1277,10.13,14463,10.76,4.33,0.50774345933919,49,47
651,1266,10.13,14420,10.86,5.825,0.510578575753754,50,45
652,1276,10.13,14522,10.76,4.065,0.510153402009567,49,45
653,1239,10.13,14205.5,10.84,8.09,0.509577909950922,49,45
654,1215,10.13,14012,10.69,5.42,0.504505256170214,48,46
655,1241,10.13,13942.5,10.76,3.485,0.502267718804071,49,46
656,1262,10.13,13977,10.63,4.52,0.499007428645319,48,47
657,1272,10.13,14017.5,10.42,5.995,0.499366032541209,47,48
658,1280,10.13,14162,10.47,5.67,0.499050051557633,48,48
659,1268,10.13,14372,10.58,4.53,0.504122705338341,48,47
660,1266,10.13,14479,10.69,5.26,0.507217332827975,48,46
661,1255,10.13,14639,10.78,2.495,0.507642506572162,49,46
662,1209,10.13,14226,10.72,5.85,0.507958487555738,48,45
663,1200,10.13,13874.5,10.9,4.305,0.513031141336445,49,44
664,1193,10.13,13222,10.73,6.57,0.509620532863236,48,45
665,1174,10.13,12622,10.75,8.36,0.513031141336446,49,45
666,1174,10.13,12564.5,10.6,4.19,0.505239012952142,48,46
667,1177,10.13,12594,10.78,3.92,0.509792779375207,49,44
668,1178,10.13,12595,10.98,5.1,0.511828219683916,49,43
669,1177,10.13,12881.5,10.99,1.045,0.512253393428103,48,43
670,1185,10.13,12934.5,11.06,2.98,0.515513683586855,48,43
671,1177,10.13,12692,11.3,5.73,0.518781279167092,49,42
672,1166,10.13,12573,11.35,4.225,0.515946162752528,49,42
673,1168,10.13,12402.5,11.44,5.265,0.514284117445029,50,41
674,1182,10.13,12344.5,11.39,6.25,0.511449001030465,49,42
675,1152,10.13,12486.5,11.56,3.505,0.509211463664321,50,41
676,1116,10.13,12158.5,11.71,5.44,0.507549418356823,50,41
677,1109,10.13,11885,11.8,4.185,0.510384534771387,50,41
678,1078,10.13,11387.5,11.84,5.18,0.508579476570917,51,40
679,1098,10.13,11106,12.09,4.41,0.506341939204773,53,40
680,1107,10.13,11150,11.97,3.055,0.505916765460586,54,41
681,1107,10.13,11185,12.17,4.17,0.505916765460586,57,40
682,1130,10.13,11668,12.03,0.19,0.505558161564696,56,41
683,1140,10.13,11789.5,12.14,3.765,0.510314834361828,56,40
684,1113,10.13,11716.5,11.96,3.665,0.510630815345404,55,40
685,1108,10.13,11573,12.11,4.46,0.515703469126112,55,38
686,1116,10.13,11305.5,12.14,5.76,0.51736551443361,56,38
687,1102,10.13,11053.5,12.43,6.135,0.516790022374965,56,38
688,1133,10.13,11266.5,12.31,3.325,0.516790022374965,55,38
689,1151,10.13,11681,12.3,1.76,0.511717368594258,54,39
690,1188,10.13,12065,12.15,3.62,0.511401387610682,53,39
691,1183,10.13,12274,12.16,5.215,0.514811996083891,53,39
692,1182,10.13,12711,12.14,1.18,0.514827730947749,55,39
693,1195,10.13,12917,12.21,3.575,0.518183628810177,56,38
694,1193,10.13,12976.5,12.1,3.785,0.513110975029469,55,39
695,1190,10.13,12869.5,12.16,4.49,0.520903103413773,56,39
696,1181,10.13,12727,12.01,5.015,0.520177683549868,55,40
697,1214,10.13,13071.5,12.11,2.055,0.520177683549868,54,39
698,1183,10.13,12922.5,12.17,5.325,0.522407915494525,55,38
699,1215,10.13,13092,12.17,3.495,0.524942785789372,55,37
700,1170,10.13,13000,12.02,5.02,0.525258766772948,55,37
701,1168,10.13,12953.5,12.1,4.06,0.527815862295821,55,37
702,1179,10.13,12994.5,12.06,3.485,0.528131843279396,54,37
703,1183,10.13,12632.5,12.12,7.24,0.526274744427225,54,37
704,1185,10.13,12735.5,12.17,3.34,0.528009938616217,54,37
705,1174,10.13,12811,12.4,3.09,0.534140021693021,54,36
706,1184,10.13,12902.5,12.73,2.445,0.53749591955545,55,34
707,1172,10.13,12997.5,12.7,1.875,0.534140021693021,54,35
708,1179,10.13,12929.5,12.91,4.07,0.536377559059165,54,34
709,1178,10.13,12595,12.86,7.115,0.531605151398175,56,35
710,1206,10.13,12853,12.95,2.39,0.529367614032032,56,35
711,1203,10.13,12907.5,12.88,5.98,0.527878536815137,57,35
712,1178,10.13,12992.5,12.74,3.25,0.528194517798713,58,36
713,1202,10.13,13093,12.63,3.96,0.525675382367724,59,37
714,1209,10.13,13307.5,12.78,2.66,0.529085990840934,59,36
715,1185,10.13,13163,12.66,5.345,0.526366516237338,58,36
716,1225,10.13,13155,12.67,5.555,0.529777124710547,57,35
717,1213,10.13,13233.5,12.77,4.595,0.534849778491255,57,34
718,1244,10.13,13398.5,12.81,4.415,0.537684894905819,56,32
719,1261,10.13,13504,13.3,6.605,0.541095503379029,56,31
720,1240,10.13,13485.5,13.15,6.665,0.541095503379029,55,31
721,1220,10.13,13515,13.09,6.595,0.544115224102343,55,32
722,1261,10.13,13689.5,13.01,5.535,0.544115224102343,55,32
723,1270,10.13,13951,13.18,4.665,0.542258125250171,56,32
724,1291,10.13,14376.5,13.04,3.15,0.545336203749657,56,32
725,1277,10.13,14320,12.93,7.27,0.546061623613562,57,33
726,1298,10.13,14677.5,12.84,3.815,0.54607735847742,57,34
727,1292,10.13,14767.5,12.71,5.51,0.541004704696712,56,35
728,1295,10.13,14653.5,12.63,8.12,0.540263549968949,56,35
729,1259,10.13,14625,12.46,6.16,0.538774472752054,56,36
730,1264,10.13,14533,12.73,5.36,0.542042068332291,57,36
731,1255,10.13,14324.5,12.68,6.915,0.542042068332291,56,36
732,1242,10.13,13804,12.62,9.725,0.542042068332291,56,37
733,1234,10.13,14011,12.64,2.84,0.54023701013182,57,37
734,1238,10.13,13795,12.5,7.415,0.540552991115396,57,38
735,1230,10.13,13521.5,12.56,8.065,0.540252744995678,57,38
736,1226,10.13,13471.5,12.54,6.835,0.540552991115396,58,38
737,1240,10.13,13651.5,12.51,4.31,0.540552991115396,58,37
738,1251,10.13,13937.5,12.6,2.875,0.543963599588606,58,37
739,1224,10.13,13679,12.75,7.815,0.548736007249596,59,37
740,1236,10.13,13672.5,12.66,5.105,0.548736007249595,59,38
741,1210,10.13,13289,12.77,8.03,0.551951562178132,59,36
742,1258,10.13,13398,12.79,6,0.544159433793829,59,36
743,1264,10.13,13769,12.58,4.385,0.539387026132839,58,37
744,1281,10.13,14370,12.78,1.6,0.544459679913547,58,35
745,1285,10.13,14620,12.76,4.975,0.544459679913547,57,36
746,1270,10.13,14498,12.58,8.055,0.539387026132839,56,37
747,1267,10.13,14141.5,12.61,9.635,0.54249738848633,56,36
748,1285,10.13,14422.5,12.74,3.39,0.54249738848633,56,36
749,1280,10.13,14082,12.8,10.7,0.544302446686801,57,36
750,1266,10.13,14191,12.84,5.545,0.547021921290396,56,34
751,1253,10.13,13987,12.84,8.17,0.547021921290396,56,34
752,1247,10.13,13925.5,12.94,6.7,0.545532844073502,58,35
753,1244,10.13,14074,12.88,3.505,0.545532844073501,58,35
754,1235,10.13,13911.5,12.87,5.6,0.545532844073501,60,35
755,1189,10.13,13535,12.96,6.45,0.550605497854209,60,34
756,1172,10.13,13171.5,13,5.835,0.550660208464991,59,33
757,1131,10.13,12798.5,13.09,3.825,0.550660208464991,58,29
758,1136,10.13,12388.5,13.33,5.1,0.545587554684283,57,29
759,1148,10.13,12123,13.32,4.595,0.547392612884753,57,29
760,1181,10.13,12394.5,13.37,1.51,0.548118032748658,56,30
761,1218,10.13,12641.5,13.28,4.185,0.54304537896795,58,31
762,1249,10.13,12866.5,13.04,6.575,0.540210262553386,58,33
763,1235,10.13,13248.5,12.84,4.83,0.542929737156982,57,34
764,1192,10.13,13226,13.14,6.62,0.54800239093769,58,34
765,1202,10.13,13074.5,13.15,6.64,0.546197332737219,58,32
766,1191,10.13,13179,13.08,2.14,0.546622506481406,57,32
767,1176,10.13,13034,13.4,3.86,0.550033114954615,59,31
768,1167,10.13,12563.5,13.75,7.38,0.553673843627339,59,28
769,1171,10.13,12321,13.92,5.94,0.558746497408046,59,27
770,1203,10.13,12515.5,13.81,3.59,0.558746497408047,58,27
771,1189,10.13,12601.5,13.73,4.955,0.553974089747057,58,28
772,1206,10.13,12700.5,13.84,5.565,0.548901435966349,59,29
773,1212,10.13,12679.5,13.91,7.195,0.553974089747057,59,30
774,1209,10.13,13083,13.98,1.94,0.553919379136276,60,31
775,1229,10.13,13380,14.01,3.57,0.553919379136276,61,31
776,1218,10.13,13353.5,13.93,6.09,0.554644799000181,62,32
777,1178,10.13,13034.5,13.78,6.105,0.554644799000181,61,31
778,1175,10.13,12990.5,13.7,4.015,0.551809682585616,62,31
779,1216,10.13,13089.5,13.61,2.865,0.549611190958633,62,31
780,1190,10.13,12912.5,13.41,6.665,0.544538537177925,61,32
781,1163,10.13,12832,13.63,4.58,0.549611190958633,62,30
782,1201,10.13,13065.5,13.46,2.6,0.544538537177925,61,31
783,1206,10.13,13225.5,13.39,2.615,0.544739522951829,61,31
784,1203,10.13,13005,13.31,6.62,0.545164696696016,60,31
785,1207,10.13,12957.5,13.33,5.775,0.546915044285705,60,32
786,1201,10.13,12937.5,13.43,5.905,0.548720102486176,59,31
787,1202,10.13,12962,13.43,4.86,0.548998123377867,59,31
788,1257,10.13,13361,13.35,3.15,0.547392573105129,59,32
789,1244,10.13,13521,13.34,5.82,0.552947164123289,59,31
790,1272,10.13,13992.5,13.44,3.85,0.55128511881579,59,31
791,1287,10.13,14257,13.22,5.465,0.55128511881579,59,32
792,1240,10.13,13956,13.39,8.015,0.55605752647678,59,30
793,1254,10.13,14242.5,13.39,2.025,0.55605752647678,59,30
794,1206,10.13,13803.5,13.75,7.205,0.560814199273912,61,29
795,1193,10.13,13190,13.69,8.765,0.555741545493204,61,30
796,1214,10.13,13204,13.68,4.445,0.5584610200968,60,31
797,1238,10.13,13158.5,13.47,6.87,0.560755320956208,59,30
798,1280,10.13,13544,13.74,4.005,0.562992858322352,62,30
799,1270,10.13,13803,13.72,6.405,0.566260453902589,62,31
800,1250,10.13,13871,13.55,6.675,0.565944472919013,61,32
801,1252,10.13,13918.5,13.61,5.715,0.565944472919013,61,33
802,1244,10.13,13809.5,13.51,6.78,0.561187800121881,61,33
803,1246,10.13,13891.5,13.67,5.055,0.563444649525036,62,32
804,1229,10.13,13908,13.72,5.43,0.560177053944799,62,32
805,1231,10.13,14045.5,13.52,3.155,0.558371995744328,61,33
806,1256,10.13,14167.5,13.53,3.55,0.555652521140733,62,33
807,1273,10.13,14371,13.61,3.35,0.555652521140733,63,33
808,1295,10.13,14691.5,13.49,2.88,0.555391250767938,63,33
809,1251,10.13,14697.5,13.51,3.99,0.555391250767938,63,33
810,1234,10.13,14160,13.38,8.24,0.552671776164342,62,33
811,1232,10.13,13784.5,13.24,7.58,0.549836659749778,62,34
812,1297,10.13,13933,13.09,6.04,0.549836659749778,61,35
813,1306,10.13,14449,12.96,2.79,0.543901630217646,60,35
814,1285,10.13,14676,12.93,4.85,0.551693758601949,60,36
815,1297,10.13,14686.5,12.79,7.275,0.546621104821241,59,37
816,1280,10.13,14514.5,12.91,7.81,0.549881394979993,59,36
817,1278,10.13,14237.5,12.77,9.5,0.549826684369212,58,36
818,1336,10.13,15016,12.9,0.865,0.553042239297748,58,35
819,1338,10.13,15448.5,12.89,3.175,0.553522123652716,58,35
820,1324,10.13,15365,13.03,7.955,0.556932732125926,59,34
821,1303,10.13,15195,12.98,7.94,0.554097615711361,59,34
822,1303,10.13,14906.5,13.14,8.87,0.553522123652716,59,34
823,1297,10.13,14816.5,13.17,6.855,0.556241598256312,59,34
824,1271,10.13,14512.5,13.21,8.465,0.559336225745945,59,33
825,1257,10.13,14185,13.23,8.945,0.563172007963342,59,33
826,1256,10.13,14067,13.11,6.995,0.563172007963342,58,33
827,1269,10.13,14216.5,13.04,4.495,0.563172007963342,58,33
828,1288,10.13,14432,13.31,4.88,0.559904412383104,60,32
829,1298,10.13,14602,13.31,5.61,0.559479238638918,59,32
830,1290,10.13,14586,13.38,6.55,0.559424528028137,59,33
831,1280,10.13,14457.5,13.56,7.64,0.564181200825268,60,32
832,1298,10.13,14619.5,13.82,5.86,0.566696759083103,60,31
833,1277,10.13,14803.5,13.79,4.125,0.563977284479507,62,32
834,1257,10.13,14397.5,13.82,8.5,0.564277530599225,64,32
835,1293,10.13,14606.5,13.65,3.515,0.564702704343413,63,33
836,1304,10.13,14865.5,13.5,3.88,0.564702704343413,62,32
837,1265,10.13,14582.5,13.38,8.09,0.556910575959109,62,33
838,1269,10.13,14591,13.24,5.275,0.553650285800358,61,33
839,1267,10.13,14542,13.03,5.27,0.54857763201965,60,34
840,1277,10.13,14227.5,12.95,9.065,0.545858157416054,60,35
841,1277,10.13,14283.5,12.94,5.605,0.545858157416054,59,34
842,1270,10.13,14250.5,12.83,6.985,0.545858157416054,58,34
843,1249,10.13,14006,12.82,8.125,0.54617413839963,58,35
844,1287,10.13,14418.5,13.06,2.22,0.542763529926421,60,35
845,1276,10.13,14323.5,12.97,6.955,0.542763529926421,60,36
