period,K
8238,5.59
8239,5.59
8240,5.59
8241,5.59
8242,5.59
8243,5.59
8244,5.59
8245,5.59
8246,5.59
8247,5.59
8248,14.34
8249,14.34
8250,14.34
8251,14.34
8252,14.34
8253,14.34
8254,14.34
8255,14.34
8256,14.34
8257,14.34
8258,5.85
8259,5.85
8260,5.85
8261,5.85
8262,5.85
8263,5.85
8264,5.85
8265,5.85
8266,5.85
8267,5.85
8268,5.85
8269,5.85
8270,5.85
8271,5.85
8272,5.85
8273,5.85
8274,13.82
8275,13.82
8276,13.82
8277,13.82
8278,16.4
8279,16.4
8280,16.4
8281,16.4
8282,16.4
8283,16.4
8284,16.4
8285,16.4
8286,16.4
8287,7.83
8288,6.53
8289,6.53
8290,6.53
8291,6.53
8292,6.53
8293,6.53
8294,6.53
8295,6.53
8296,6.53
8297,6.53
8298,6.53
8299,6.53
8300,6.53
8301,6.53
8302,6.53
8303,6.53
8304,6.53
8305,6.53
8306,6.53
8307,6.53
8308,6.53
8309,13.82
8310,13.82
8311,13.82
8312,13.82
8313,13.82
8314,13.82
8315,13.82
8316,15.07
8317,15.07
8318,15.07
8319,15.07
8320,15.07
8321,15.07
8322,15.07
8323,15.07
8324,5.93
8325,5.93
8326,5.93
8327,5.93
8328,5.93
8329,5.93
8330,5.93
8331,5.93
8332,5.93
8333,5.93
8334,5.93
8335,5.93
8336,5.93
8337,5.93
8338,14.24
8339,14.24
8340,15.77
8341,15.77
8342,15.77
8343,15.77
8344,15.77
8345,15.77
8346,15.77
8347,8.2
8348,8.2
8349,8.2
8350,8.2
8351,4
8352,4
8353,4
8354,4
8355,4
8356,4
8357,4
8358,4
8359,4
8360,12.04
8361,12.04
8362,12.04
8363,12.04
8364,12.04
8365,12.04
8366,12.04
8367,15.69
8368,15.69
8369,15.69
8370,15.69
8371,15.69
8372,15.69
8373,15.69
8374,7.41
8375,6.25
8376,6.25
8377,6.25
8378,6.25
8379,6.25
8380,6.25
8381,6.25
8382,6.25
8383,6.25
8384,6.25
8385,6.25
8386,6.25
8387,6.25
8388,13.45
8389,13.45
8390,13.45
8391,13.45
8392,16.42
8393,16.42
8394,16.42
8395,16.42
8396,16.42
8397,16.42
8398,16.42
8399,16.42
8400,16.42
8401,7.23
8402,7.23
8403,5.34
8404,5.34
8405,5.34
8406,5.34
8407,5.34
8408,5.34
8409,5.34
8410,5.34
8411,5.34
8412,5.34
8413,5.34
8414,13.47
8415,13.47
8416,13.47
8417,13.47
8418,16.94
8419,16.94
8420,16.94
8421,16.94
8422,16.94
8423,16.94
8424,16.94
8425,16.94
8426,16.94
8427,7.44
8428,5.99
8429,5.99
8430,5.99
8431,5.99
8432,5.99
8433,5.99
8434,5.99
8435,5.99
8436,5.99
8437,5.99
8438,5.99
8439,5.99
8440,5.99
8441,5.99
8442,5.99
8443,12.81
8444,12.81
8445,12.81
8446,16.14
8447,16.14
8448,16.14
8449,16.14
8450,16.14
8451,16.14
8452,16.14
8453,16.14
8454,8.08
8455,8.08
8456,8.08
8457,4.82
8458,4.82
8459,4.82
8460,4.82
8461,4.82
8462,4.82
8463,4.82
8464,4.82
8465,4.82
8466,12.08
8467,12.08
8468,12.08
8469,12.08
8470,12.08
8471,16.07
8472,16.07
8473,16.07
8474,16.07
8475,16.07
8476,16.07
8477,16.07
8478,16.07
8479,16.07
8480,7.96
8481,7.96
8482,5.78
8483,5.78
8484,5.78
8485,5.78
8486,5.78
8487,5.78
8488,5.78
8489,5.78
8490,5.78
8491,5.78
8492,5.78
8493,5.78
8494,5.78
8495,5.78
8496,5.78
8497,5.78
8498,5.78
8499,5.78
8500,13.32
8501,13.32
8502,13.32
8503,15.91
8504,15.91
8505,15.91
8506,15.91
8507,15.91
8508,15.91
8509,8.61
8510,8.61
8511,6.45
8512,6.45
8513,6.45
8514,6.45
8515,6.45
8516,6.45
8517,6.45
8518,6.45
8519,6.45
8520,6.45
8521,6.45
8522,6.45
8523,6.45
8524,6.45
8525,6.45
8526,14.48
8527,14.48
8528,14.48
8529,14.48
8530,14.48
8531,14.48
8532,14.48
8533,14.48
8534,14.48
8535,7.26
8536,5.93
8537,5.93
8538,5.93
8539,5.93
8540,5.93
8541,5.93
8542,13.93
8543,13.93
8544,15.29
8545,15.29
8546,15.29
8547,15.29
8548,15.29
8549,15.29
8550,15.29
8551,15.29
8552,15.29
8553,15.29
8554,6.91
8555,5.56
8556,5.56
8557,5.56
8558,5.56
8559,5.56
8560,5.56
8561,5.56
8562,5.56
8563,5.56
8564,5.56
8565,5.56
8566,5.56
8567,5.56
8568,14.43
8569,14.43
8570,14.43
8571,14.43
8572,14.43
8573,14.43
8574,14.43
8575,14.43
8576,14.43
8577,14.43
8578,14.43
8579,14.43
8580,14.43
8581,14.43
8582,5.82
8583,5.82
8584,5.82
8585,5.82
8586,5.82
8587,5.82
8588,5.82
8589,5.82
8590,5.82
8591,5.82
8592,5.82
8593,5.82
8594,5.82
8595,5.82
8596,5.82
8597,5.82
8598,12.23
8599,12.23
8600,12.23
8601,15.5
8602,15.5
8603,15.5
8604,15.5
8605,15.5
8606,15.5
8607,15.5
8608,15.5
8609,15.5
8610,15.5
8611,5.8
8612,5.8
8613,5.8
8614,5.8
8615,5.8
8616,5.8
8617,5.8
8618,5.8
8619,5.8
8620,5.8
8621,5.8
8622,5.8
8623,5.8
8624,5.8
8625,5.8
8626,5.8
8627,5.8
8628,5.8
8629,5.8
8630,5.8
8631,5.8
8632,12.85
8633,12.85
8634,12.85
8635,12.85
8636,6.89
8637,6.89
8638,5.08
8639,5.08
8640,5.08
8641,5.08
8642,5.08
8643,5.08
8644,11.3
8645,11.3
8646,11.3
8647,11.3
8648,15.71
8649,15.71
8650,15.71
8651,15.71
8652,15.71
8653,15.71
8654,7.95
8655,6.73
8656,5.86
8657,5.86
8658,5.86
8659,5.86
8660,5.86
8661,5.86
8662,5.86
8663,5.86
8664,5.86
8665,5.86
8666,5.86
8667,5.86
8668,13.91
8669,13.91
8670,15.27
8671,15.27
8672,15.27
8673,15.27
8674,15.27
8675,15.27
8676,15.27
8677,15.27
8678,15.27
8679,15.27
8680,15.27
8681,15.27
8682,7.27
8683,6.14
8684,6.14
8685,6.14
8686,6.14
8687,6.14
8688,6.14
8689,6.14
8690,6.14
8691,6.14
8692,6.14
8693,6.14
8694,6.14
8695,6.14
8696,6.14
8697,12.92
8698,12.92
8699,12.92
8700,15.41
8701,15.41
8702,15.41
8703,15.41
8704,15.41
8705,15.41
8706,6.9
8707,6.01
8708,6.01
8709,6.01
8710,6.01
8711,6.01
8712,6.01
8713,6.01
8714,6.01
8715,6.01
8716,6.01
8717,6.01
8718,6.01
8719,6.01
8720,13.85
8721,13.85
8722,13.85
8723,13.85
8724,17.06
8725,17.06
8726,17.06
8727,17.06
8728,17.06
8729,17.06
8730,17.06
8731,17.06
8732,7.3
8733,7.3
8734,5.13
8735,5.13
8736,5.13
8737,5.13
8738,5.13
8739,5.13
8740,5.13
8741,5.13
8742,5.13
8743,5.13
8744,5.13
8745,12.57
8746,12.57
8747,12.57
8748,15.94
8749,15.94
8750,15.94
8751,15.94
8752,15.94
8753,15.94
8754,15.94
8755,15.94
8756,15.94
8757,15.94
8758,5.84
8759,5.84
8760,5.84
8761,5.84
8762,5.84
8763,5.84
8764,5.84
8765,5.84
8766,5.84
8767,5.84
8768,5.84
8769,5.84
8770,5.84
8771,5.84
8772,5.84
8773,5.84
8774,5.84
8775,13.73
8776,13.73
8777,13.73
8778,13.73
8779,13.73
8780,17.22
8781,17.22
8782,17.22
8783,17.22
8784,17.22
8785,17.22
8786,17.22
8787,17.22
8788,8.05
8789,6.61
8790,6.61
8791,6.61
8792,6.61
8793,6.61
8794,6.61
8795,6.61
8796,6.61
8797,6.61
8798,6.61
8799,6.61
8800,6.61
8801,6.61
8802,6.61
8803,6.61
8804,6.61
8805,6.61
8806,6.61
8807,6.61
8808,6.61
8809,6.61
8810,6.61
8811,6.61
8812,6.61
8813,6.61
8814,6.61
8815,14.94
8816,14.94
8817,14.94
8818,14.94
8819,14.94
8820,14.94
8821,14.94
8822,14.94
8823,14.94
8824,14.94
8825,5.88
8826,5.88
8827,5.88
8828,5.88
8829,5.88
8830,5.88
8831,5.88
8832,5.88
8833,5.88
8834,5.88
8835,5.88
8836,5.88
8837,5.88
8838,5.88
8839,5.88
8840,5.88
8841,5.88
8842,13.97
8843,13.97
8844,13.97
8845,16.09
8846,16.09
8847,16.09
8848,16.09
8849,16.09
8850,16.09
8851,8.45
8852,8.45
8853,8.45
8854,5.02
8855,5.02
8856,5.02
8857,5.02
8858,5.02
8859,5.02
8860,5.02
8861,5.02
8862,5.02
8863,5.02
8864,5.02
8865,5.02
8866,5.02
8867,5.02
8868,13.7
8869,13.7
8870,13.7
8871,15.92
8872,15.92
8873,15.92
8874,15.92
8875,15.92
8876,15.92
8877,15.92
8878,7.07
8879,7.07
8880,7.07
8881,4.57
8882,4.57
8883,4.57
8884,4.57
8885,4.57
8886,4.57
8887,4.57
8888,4.57
8889,12.32
8890,12.32
8891,12.32
8892,12.32
8893,15.91
8894,15.91
8895,15.91
8896,15.91
8897,15.91
8898,15.91
8899,15.91
8900,15.91
8901,6.78
8902,6.78
8903,4.91
8904,4.91
8905,4.91
8906,4.91
8907,4.91
8908,4.91
8909,4.91
8910,4.91
8911,4.91
8912,4.91
8913,4.91
8914,13.65
8915,13.65
8916,15.48
8917,15.48
8918,15.48
8919,15.48
8920,15.48
8921,15.48
8922,15.48
8923,8.15
8924,8.15
8925,5.72
8926,5.72
8927,5.72
8928,5.72
8929,5.72
8930,5.72
8931,5.72
8932,5.72
8933,5.72
8934,5.72
8935,5.72
8936,5.72
8937,5.72
8938,5.72
8939,5.72
8940,5.72
8941,14.36
8942,14.36
8943,14.36
8944,14.36
8945,14.36
8946,14.36
8947,14.36
8948,14.36
8949,14.36
8950,14.36
8951,14.36
8952,14.36
8953,14.36
8954,6.65
8955,6.65
8956,6.65
8957,6.65
8958,6.65
8959,6.65
8960,6.65
8961,6.65
8962,6.65
8963,6.65
8964,6.65
8965,11.64
8966,11.64
8967,11.64
8968,11.64
8969,11.64
8970,11.64
8971,11.64
8972,13.37
8973,13.37
8974,13.37
8975,13.37
8976,13.37
8977,13.37
8978,6.58
8979,6.58
8980,6.58
8981,6.58
8982,6.58
8983,6.58
8984,6.58
8985,9.63
8986,9.63
8987,9.63
8988,9.63
8989,9.45
8990,9.45
8991,9.45
8992,9.45
8993,9.45
8994,9.45
8995,9.34
8996,9.34
8997,9.34
8998,9.34
8999,9.34
9000,13.42
9001,14.27
9002,14.27
9003,16.01
9004,16.01
9005,16.01
9006,16.01
9007,16.01
9008,9.61
9009,9.61
9010,7.42
9011,6.08
9012,6.08
9013,6.08
9014,6.08
9015,6.08
9016,6.08
9017,6.08
9018,6.08
9019,6.08
9020,6.08
9021,6.08
9022,6.08
9023,6.08
9024,12.53
9025,12.53
9026,12.53
9027,12.53
9028,12.53
9029,12.53
9030,6
9031,6
9032,6
9033,6
9034,6
9035,6
9036,6
9037,12.86
9038,12.86
9039,12.86
9040,12.86
9041,12.86
9042,12.86
9043,12.86
9044,12.86
9045,6.05
9046,6.05
9047,6.05
9048,6.05
9049,6.05
9050,6.05
9051,6.05
9052,6.05
9053,6.05
9054,6.05
9055,6.05
9056,6.05
9057,6.05
9058,6.05
9059,6.05
9060,6.05
9061,6.05
9062,6.05
9063,6.05
9064,6.05
9065,6.05
9066,6.05
9067,6.05
9068,14.26
9069,14.26
9070,14.26
9071,14.26
9072,14.43
9073,14.43
9074,14.43
9075,14.43
9076,14.43
9077,14.43
9078,7.25
9079,6.03
9080,6.03
9081,6.03
9082,6.03
9083,6.03
9084,6.03
9085,6.03
9086,6.03
9087,6.03
9088,6.03
9089,6.03
9090,6.03
9091,6.03
9092,6.03
9093,6.03
9094,6.03
9095,6.03
9096,6.03
9097,6.03
9098,12.51
9099,12.51
9100,12.51
9101,12.51
9102,16.63
9103,16.63
9104,16.63
9105,16.63
9106,16.63
9107,16.63
9108,8.71
9109,7.04
9110,5.73
9111,5.73
9112,5.73
9113,5.73
9114,5.73
9115,5.73
9116,5.73
9117,5.73
9118,5.73
9119,5.73
9120,5.73
9121,5.73
9122,13.28
9123,14.32
9124,14.32
9125,14.32
9126,14.32
9127,15.14
9128,15.14
9129,15.14
9130,15.14
9131,15.14
9132,8.05
9133,8.05
9134,8.05
9135,4.95
9136,4.95
9137,4.95
9138,4.95
9139,4.95
9140,4.95
9141,4.95
9142,4.95
9143,4.95
9144,4.95
9145,12.61
9146,12.61
9147,12.61
9148,12.61
9149,12.61
9150,12.61
9151,17.16
9152,17.16
9153,17.16
9154,17.16
9155,17.16
9156,17.16
9157,17.16
9158,8.57
9159,7.14
9160,5.86
9161,5.86
9162,5.86
9163,5.86
9164,5.86
9165,5.86
9166,5.86
9167,5.86
9168,5.86
9169,5.86
9170,5.86
9171,12.52
9172,12.52
9173,12.52
9174,12.52
9175,12.52
9176,16.97
9177,16.97
9178,16.97
9179,16.97
9180,16.97
9181,16.97
9182,16.97
9183,16.97
9184,8.92
9185,8.92
9186,8.92
9187,8.92
9188,8.92
9189,4.43
9190,4.43
9191,4.43
9192,4.43
9193,4.43
9194,4.43
9195,4.43
9196,4.43
9197,4.43
9198,4.43
9199,4.43
9200,13.49
9201,13.49
9202,13.49
9203,13.49
9204,13.49
9205,14.65
9206,14.65
9207,14.65
9208,14.65
9209,14.65
9210,14.65
9211,7.08
9212,5.9
9213,5.9
9214,5.9
9215,5.9
9216,5.9
9217,5.9
9218,5.9
9219,5.9
9220,5.9
9221,5.9
9222,5.9
9223,5.9
9224,5.9
9225,5.9
9226,12.61
9227,13.85
9228,14.98
9229,14.98
9230,14.98
9231,14.98
9232,14.98
9233,14.98
9234,14.98
9235,14.98
9236,14.98
9237,14.98
9238,6.24
9239,6.24
9240,6.24
9241,6.24
9242,6.24
9243,6.24
9244,6.24
9245,6.24
9246,6.24
9247,6.24
9248,6.24
9249,6.24
9250,6.24
9251,6.24
9252,6.24
9253,6.24
9254,6.24
9255,13.97
9256,13.97
9257,13.97
9258,16.87
9259,16.87
9260,16.87
9261,16.87
9262,16.87
9263,16.87
9264,16.87
9265,16.87
9266,8.06
9267,6.64
9268,6.64
9269,6.64
9270,6.64
9271,6.64
9272,6.64
9273,6.64
9274,6.64
9275,6.64
9276,6.64
9277,6.64
9278,6.64
9279,6.64
9280,6.64
9281,6.64
9282,6.64
9283,6.64
9284,6.64
9285,6.64
9286,6.64
9287,14.38
9288,14.38
9289,14.38
9290,14.38
9291,14.38
9292,14.38
9293,14.38
9294,14.38
9295,14.38
9296,14.38
9297,14.38
9298,14.38
9299,6.53
9300,6.53
9301,6.53
9302,6.53
9303,6.53
9304,6.53
9305,6.53
9306,6.53
9307,6.53
9308,6.53
9309,6.53
9310,6.53
9311,6.53
9312,6.53
9313,6.53
9314,6.53
9315,6.53
9316,6.53
9317,6.53
9318,6.53
9319,6.53
9320,6.53
9321,6.53
9322,6.53
9323,6.53
9324,13.45
9325,13.45
9326,13.45
9327,13.45
9328,13.45
9329,15.13
9330,15.13
9331,15.13
9332,15.13
9333,15.13
9334,15.13
9335,7.8
9336,7.8
9337,7.8
9338,4.63
9339,4.63
9340,4.63
9341,4.63
9342,4.63
9343,4.63
9344,4.63
9345,11.87
9346,11.87
9347,11.87
9348,11.87
9349,11.87
9350,16.37
9351,16.37
9352,16.37
9353,16.37
9354,16.37
9355,16.37
9356,16.37
9357,8.68
9358,8.68
9359,8.68
9360,8.68
9361,8.68
9362,3.25
9363,3.25
9364,3.25
9365,3.25
9366,3.25
9367,3.25
9368,3.25
9369,3.25
9370,3.25
9371,3.25
9372,3.25
9373,11.34
9374,11.34
9375,11.34
9376,11.34
9377,11.34
9378,15.95
9379,15.95
9380,15.95
9381,15.95
9382,15.95
9383,15.95
9384,15.95
9385,15.95
9386,7.49
9387,7.49
9388,5.1
9389,5.1
9390,5.1
9391,5.1
9392,5.1
9393,5.1
9394,5.1
9395,5.1
9396,5.1
9397,5.1
9398,5.1
9399,13.17
9400,13.17
9401,11.71
9402,11.71
9403,11.71
9404,11.71
9405,11.71
9406,11.71
9407,11.71
9408,13.67
9409,13.67
9410,12.54
9411,12.54
9412,12.54
9413,12.54
9414,7.19
9415,6.03
9416,6.03
9417,6.03
9418,6.03
9419,6.03
9420,6.03
9421,6.03
9422,6.03
9423,6.03
9424,6.03
9425,6.03
9426,6.03
9427,6.03
9428,6.03
9429,6.03
9430,14.34
9431,14.34
9432,14.34
9433,14.34
9434,14.34
9435,14.34
9436,14.34
9437,14.34
9438,14.34
9439,14.34
9440,6.62
9441,6.62
9442,6.62
9443,6.62
9444,6.62
9445,6.62
9446,6.62
9447,6.62
9448,6.62
9449,6.62
9450,6.62
9451,6.62
9452,6.62
9453,6.62
9454,6.62
9455,14.44
9456,14.44
9457,14.44
9458,14.44
9459,14.44
9460,14.44
9461,14.44
9462,14.44
9463,14.44
9464,14.44
9465,14.44
9466,14.44
9467,14.44
9468,14.44
9469,14.44
9470,5.75
9471,5.75
9472,5.75
9473,5.75
9474,5.75
9475,5.75
9476,5.75
9477,5.75
9478,5.75
9479,5.75
9480,5.75
9481,13.23
9482,13.23
9483,13.23
9484,15.64
9485,15.64
9486,15.64
9487,15.64
9488,15.64
9489,15.64
9490,15.64
9491,15.64
9492,7.52
9493,6.02
9494,6.02
9495,6.02
9496,6.02
9497,6.02
9498,6.02
9499,6.02
9500,13.34
9501,13.34
9502,12.18
9503,12.18
9504,12.18
9505,12.18
9506,12.18
9507,6.12
9508,6.12
9509,6.12
9510,6.12
9511,6.12
9512,6.12
9513,6.12
9514,6.12
9515,6.12
9516,6.12
9517,6.12
9518,6.12
9519,6.12
9520,6.12
9521,6.12
9522,6.12
9523,14.72
9524,14.72
9525,14.72
9526,14.72
9527,14.72
9528,14.72
9529,14.72
9530,14.72
9531,14.72
9532,6.72
9533,5.42
9534,5.42
9535,5.42
9536,5.42
9537,5.42
9538,5.42
9539,5.42
9540,5.42
9541,5.42
9542,5.42
9543,5.42
9544,5.42
9545,5.42
9546,5.42
9547,5.42
9548,13.75
9549,13.75
9550,15.66
9551,15.66
9552,15.66
9553,15.66
9554,15.66
9555,15.66
9556,15.66
9557,15.66
9558,15.66
9559,6.15
9560,6.15
9561,6.15
9562,6.15
9563,6.15
9564,6.15
9565,6.15
9566,6.15
9567,6.15
9568,6.15
9569,6.15
9570,6.15
9571,12.88
9572,12.88
9573,12.88
9574,15.46
9575,15.46
9576,15.46
9577,15.46
9578,15.46
9579,15.46
9580,7.65
9581,6.03
9582,6.03
9583,6.03
9584,6.03
9585,6.03
9586,6.03
9587,6.03
9588,6.03
9589,6.03
9590,6.03
9591,6.03
9592,6.03
9593,6.03
9594,13.85
9595,13.85
9596,13.85
9597,9.56
9598,9.56
9599,11.87
9600,12.92
9601,13.79
9602,13.79
9603,13.79
9604,13.86
9605,11.6
9606,11.6
9607,11.6
9608,11.6
9609,7.19
9610,5.81
9611,5.81
9612,5.81
9613,5.81
9614,5.81
9615,5.81
9616,14.07
9617,14.37
9618,14.37
9619,14.37
9620,14.37
9621,14.37
9622,14.37
9623,14.37
9624,14.37
9625,14.37
9626,14.37
9627,14.37
9628,14.37
9629,14.37
9630,6.35
9631,6.35
9632,6.35
9633,6.35
9634,6.35
9635,6.35
9636,6.35
9637,6.35
9638,6.35
9639,6.35
9640,6.35
9641,6.35
9642,6.35
9643,6.35
9644,6.35
9645,14.61
9646,14.61
9647,14.61
9648,14.61
9649,14.61
9650,14.61
9651,14.61
9652,14.61
9653,14.61
9654,7.63
9655,7.63
9656,5.68
9657,5.68
9658,5.68
9659,5.68
9660,5.68
9661,5.68
9662,5.68
9663,5.68
9664,5.68
9665,13.31
9666,13.31
9667,13.31
9668,12.55
9669,12.55
9670,12.55
9671,12.55
9672,12.55
9673,6.14
9674,6.14
9675,6.14
9676,6.14
9677,6.14
9678,6.14
9679,6.14
9680,6.14
9681,6.14
9682,6.14
9683,6.14
9684,6.14
9685,6.14
9686,6.14
9687,6.14
9688,6.14
9689,6.14
9690,6.14
9691,6.14
9692,6.14
9693,6.14
9694,6.14
9695,6.14
9696,13.84
9697,13.84
9698,15.79
9699,15.79
9700,15.79
9701,15.79
9702,15.79
9703,15.79
9704,8.68
9705,8.68
9706,8.68
9707,8.68
9708,4.38
9709,4.38
9710,4.38
9711,4.38
9712,4.38
9713,4.38
9714,4.38
9715,4.38
9716,12.36
9717,12.36
9718,12.36
9719,12.36
9720,12.36
9721,12.36
9722,12.36
9723,12.36
9724,12.36
9725,12.36
9726,12.36
9727,5.65
9728,5.65
9729,5.65
9730,5.65
9731,5.65
9732,5.65
9733,5.65
9734,5.65
9735,5.65
9736,5.65
9737,5.65
9738,5.65
9739,5.65
9740,5.65
9741,12.51
9742,12.51
9743,12.51
9744,12.51
9745,12.51
9746,12.51
9747,16.54
9748,16.54
9749,16.54
9750,16.54
9751,16.54
9752,16.54
9753,16.54
9754,7.3
9755,7.3
9756,5.2
9757,5.2
9758,5.2
9759,5.2
9760,5.2
9761,5.2
9762,5.2
9763,5.2
9764,5.2
9765,5.2
9766,5.2
9767,5.2
9768,5.2
9769,5.2
9770,5.2
9771,13.1
9772,13.1
9773,13.1
9774,13.1
9775,13.98
9776,13.98
9777,13.98
9778,13.98
9779,13.98
9780,6.99
9781,5.89
9782,5.89
9783,5.89
9784,5.89
9785,5.89
9786,5.89
9787,5.89
9788,5.89
9789,5.89
9790,5.89
9791,5.89
9792,12.5
9793,12.5
9794,12.5
9795,12.5
9796,12.5
9797,16.46
9798,16.46
9799,16.46
9800,16.46
9801,16.46
9802,16.46
9803,16.46
9804,16.46
9805,6.9
9806,5.31
9807,5.31
9808,5.31
9809,5.31
9810,5.31
9811,5.31
9812,5.31
9813,5.31
9814,5.31
9815,5.31
9816,5.31
9817,5.31
9818,5.31
9819,5.31
9820,5.31
9821,5.31
9822,5.31
9823,5.31
9824,11.38
9825,11.38
9826,11.38
9827,11.38
9828,11.38
9829,13.63
9830,11.97
9831,11.97
9832,11.97
9833,11.97
9834,7.12
9835,5.96
9836,5.96
9837,5.96
9838,5.96
9839,5.96
9840,5.96
9841,5.96
9842,5.96
9843,5.96
9844,5.96
9845,5.96
9846,5.96
9847,5.96
9848,13.9
9849,13.9
9850,13.9
9851,13.9
9852,14.33
9853,14.33
9854,14.33
9855,14.33
9856,14.33
9857,6.93
9858,5.5
9859,5.5
9860,5.5
9861,5.5
9862,5.5
9863,5.5
9864,5.5
9865,5.5
9866,13.43
9867,13.43
9868,13.43
9869,16.14
9870,16.14
9871,16.14
9872,16.14
9873,16.14
9874,16.14
9875,16.14
9876,16.14
9877,6.38
9878,6.38
9879,6.38
9880,6.38
9881,6.38
9882,6.38
9883,6.38
9884,6.38
9885,6.38
9886,6.38
9887,6.38
9888,6.38
9889,6.38
9890,13.93
9891,13.93
9892,13.93
9893,13.93
9894,13.93
9895,13.93
9896,13.93
9897,13.93
9898,13.93
9899,13.93
9900,13.93
9901,7.01
9902,5.28
9903,5.28
9904,5.28
9905,5.28
9906,5.28
9907,5.28
9908,5.28
9909,5.28
9910,12.82
9911,12.82
9912,12.82
9913,12.82
9914,16.25
9915,16.25
9916,16.25
9917,16.25
9918,16.25
9919,16.25
9920,16.25
9921,7.14
9922,5.87
9923,5.87
9924,5.87
9925,5.87
9926,5.87
9927,5.87
9928,5.87
9929,5.87
9930,5.87
9931,5.87
9932,5.87
9933,5.87
9934,5.87
9935,5.87
9936,5.87
9937,5.87
9938,14.76
9939,14.76
9940,14.76
9941,14.76
9942,14.76
9943,14.76
9944,14.76
9945,14.76
9946,14.76
9947,8.21
9948,6.73
9949,5.64
9950,5.64
9951,5.64
9952,5.64
9953,5.64
9954,5.64
9955,5.64
9956,5.64
9957,5.64
9958,5.64
9959,5.64
9960,13.87
9961,13.87
9962,15.76
9963,15.76
9964,15.76
9965,15.76
9966,15.76
9967,15.76
9968,15.76
9969,15.76
9970,8.49
9971,6.97
9972,5.68
9973,5.68
9974,5.68
9975,5.68
9976,5.68
9977,5.68
9978,5.68
9979,5.68
9980,5.68
9981,5.68
9982,5.68
9983,5.68
9984,5.68
9985,12.76
9986,12.76
9987,12.76
9988,13.04
9989,13.04
9990,13.04
9991,8.94
9992,7.6
9993,7.6
9994,7.6
9995,7.6
9996,3.47
9997,3.47
9998,3.47
9999,3.47
10000,3.47
